HOST_NAME,MAX(HOST_LISTINGS_COUNT),AVG(REVIEW_SCORES_RATING)
Kristel,2,98.500000
Anouk & Ivo,2,
Nanning,2,90.000000
Valy,2,93.000000
Tara,2,98.800000
Ineke,2,95.750000
Olivia,2,96.666667
Marloes,2,95.150000
Francesco,2,92.857143
Lara,2,96.083333
Carry,2,94.000000
H.,2,100.000000
Hanna,2,96.714286
Jan Roderick,2,95.500000
Coen,2,95.842105
Tosh,2,100.000000
Evelien,2,95.384615
Jeroen,2,94.970149
Elke,2,96.000000
Derya,2,94.000000
Jakob,2,94.333333
Noah,2,94.250000
Rouming,2,95.500000
Tjakko,2,99.500000
Vu,2,99.000000
Annet,2,94.166667
Chiara,2,94.750000
Jelle,2,95.520000
Jerome,2,98.400000
Ricardo & Charles,2,87.500000
Xinmo,2,81.500000
Ilse,2,96.150000
Minke,2,95.428571
Rawin,2,80.000000
Nikolien,2,98.000000
Cj,2,95.500000
Rebekah,2,
Hanneke,2,96.750000
Rosie,2,89.000000
Domin,2,93.500000
Amos,2,100.000000
Reinhart,2,93.500000
Ania,2,94.285714
Arthur,2,92.692308
Dhiraj,2,96.500000
José,2,92.500000
Neli,2,81.000000
Stefanie & Ansgar,2,97.000000
Jae,2,
Meriam,2,86.333333
Yasmin,2,99.500000
Hellen,2,99.400000
Astrid,2,95.529412
Annemieke,2,93.333333
Jillis & Cristina,2,94.500000
Joren,2,87.500000
Brenda,2,95.000000
Alan,2,95.750000
Marcela,2,98.500000
Hayco & Léonie,2,99.000000
Zeiltjalk LOTUS,2,95.000000
Jonas,2,95.000000
Walter,2,95.800000
Wieke,2,94.333333
Achim,2,97.000000
Miguel Angel,2,99.500000
Flávio,2,96.000000
Huub,2,97.333333
Feza,2,95.000000
Jolijn,2,98.000000
Renske,2,96.272727
July,2,93.666667
Saar,2,86.666667
Natasha,2,100.000000
Edward,2,95.857143
Arnaud,2,92.444444
Larissa,2,96.857143
Harald,2,96.500000
Melvin,2,94.333333
Cecile And Anton,2,92.000000
Jaap & Natalie,2,96.500000
Kathuh,2,91.000000
Marc & Ellen,2,98.000000
Felix,2,92.615385
Onno,2,96.333333
Marga And Rico,2,96.500000
Jeffrey,2,91.800000
Eve,2,89.000000
Talitha,2,98.333333
Isabelle,2,95.294118
L.K.,2,90.000000
Shira,2,100.000000
Shireen,2,94.500000
Peike,2,90.000000
Ernst,2,97.166667
Wilhelmina,2,88.500000
Thomas,2,96.295775
Dorieke,2,98.000000
Ivan & Anela,2,91.500000
Rob & René,2,98.000000
Jip,2,96.400000
Dorien Rose,2,94.000000
Wesley,2,98.000000
Merel,2,95.780488
Elin,2,94.000000
Véronique,2,83.500000
Barend,2,92.500000
Tadas,2,85.500000
Mirjam,2,95.947368
Hugo,2,97.888889
Lindsey,2,100.000000
Gabrielle,2,95.250000
Finn,2,95.333333
Maurits,2,95.857143
Mikel,2,95.500000
Sigyn,2,97.000000
Marleen,2,96.153846
Umut,2,93.000000
Erwin,2,94.466667
Lora,2,96.000000
Vera,2,96.500000
Israel,2,92.500000
Beau,2,99.000000
Fifi,2,96.500000
Natascha,2,96.400000
Andreea,2,97.000000
Merian,2,96.000000
Edzo,2,81.000000
Tie,2,96.000000
Harm,2,91.000000
Magnus,2,96.000000
Juan Carlos,2,87.000000
Marjet&Petra,2,95.500000
Laurien,2,100.000000
Matthieu,2,98.666667
Amber,2,96.000000
Ying Kit,2,94.500000
Roelant,2,96.000000
Holger,2,93.666667
Wendy,2,96.642857
Kevin,2,95.000000
Martine & Richard,2,99.000000
Sterre,2,97.500000
Mascha,2,93.333333
Frederique,2,98.200000
Frits,2,93.250000
Carla,2,96.090909
Moe,2,86.500000
Mireille,2,97.250000
Marvin,2,94.857143
Jayanti,2,91.000000
Morgan,2,100.000000
Karla,2,93.500000
Michel,2,93.944444
Bart & Paula,2,95.000000
Wieneke,2,98.000000
David & Lotte,2,98.000000
Lemke,2,97.000000
Nova Team,2,97.500000
Omar,2,98.500000
Per,2,99.000000
Lianne,2,96.428571
Abel,2,99.500000
Wilco,2,97.000000
Jeanette,2,88.000000
Selva,2,91.000000
Dorien,2,97.500000
Zana & Richard,2,93.000000
Dmitri,2,98.000000
Laurens En Petra,2,94.000000
Mart,2,94.875000
Miriam,2,93.692308
Foppe,2,88.000000
Degi,2,99.000000
Debora,2,40.000000
Edoardo,2,93.500000
Gilles,2,87.000000
Jurriaan,2,97.400000
Ankie,2,97.000000
Anke,2,96.200000
Carine,2,96.500000
Bikman,2,94.500000
Andrea,2,96.400000
Chee Yee,2,98.000000
Helena,2,97.250000
Tessa,2,95.857143
Emiel,2,98.600000
Maaike,2,95.371429
Ester,2,97.000000
Gido,2,98.000000
Sil,2,92.666667
Ilonk,2,97.500000
Kitty,2,96.333333
Shariq & Tamara,2,96.500000
Victoria,2,98.100000
Gerrit Jan & Veerle,2,
Yvonne,2,97.916667
Amanda,2,96.000000
Piet,2,97.428571
Ingeborg,2,94.000000
Frans,2,94.076923
Cashoo,2,96.000000
Froukje & André,2,97.000000
Oxana/ Dan,2,88.500000
Remke,2,97.000000
Godwin Guido Sol Dumagat,2,100.000000
Rene & Ellen,2,97.500000
Amsterdam Boutique Apartments,2,96.500000
Judy,2,97.800000
Pierre,2,93.400000
Maxime,2,97.714286
Mat,2,96.000000
Denise&Sander,2,
Andreas,2,88.625000
Mees,2,96.666667
Tisa,2,99.000000
Elle,2,96.000000
Milena,2,96.200000
Julian,2,97.714286
Dave,2,95.000000
Annemarie,2,97.000000
Mary Ann,2,100.000000
J,2,94.500000
Marieke,2,96.136986
Ka,2,91.000000
Nini,2,94.000000
Jonie,2,94.500000
Christoph,2,95.000000
Diederik,2,97.857143
Gabriela,2,98.600000
Dinand,2,81.500000
André & Inez,2,98.500000
Katy,2,97.500000
Yahav,2,96.000000
Aaron,2,87.750000
Wendie And Hans,2,96.000000
Rinze,2,99.000000
Aileen,2,95.500000
Rob & Fang,2,98.000000
Gookie,2,90.000000
Eric,2,94.958333
Rian,2,100.000000
Arun,2,100.000000
Guido,2,96.750000
Olaf,2,94.333333
Lotte,2,95.342105
Floor,2,96.965517
Ym,2,90.000000
Michele,2,93.400000
Gerwin,2,97.500000
MAria Aura,2,71.000000
Stefano,2,95.166667
Orhun,2,97.500000
Celine,2,93.666667
Francois,2,93.600000
Vanya,2,95.000000
Stephanie,2,96.888889
Daisy,2,94.571429
Marèn,2,99.000000
Ivonne,2,98.000000
Mel,2,97.666667
Anand,2,96.000000
Philip,2,94.416667
Tinda,2,95.000000
Kristina,2,96.333333
Ebba And Kristina,2,87.000000
Marco,2,94.750000
Xaviera,2,100.000000
Ahmad,2,94.000000
Catalin,2,94.666667
Romy,2,97.111111
John,2,97.500000
Freesje,2,93.000000
Visseringstraat,2,96.000000
Hyoseop,2,
Olga,2,95.500000
David & Beata,2,99.000000
Els,2,98.000000
Jolanda,2,98.600000
Sander,2,97.078947
Daphne,2,96.761905
Carolyn,2,88.750000
Irene,2,96.000000
Christel,2,97.600000
Ragna,2,89.000000
Sandor,2,99.500000
Anja,2,97.125000
Hsiu Ching,2,99.000000
Mitchel,2,96.500000
Lisette,2,97.214286
Har,2,96.000000
Cristina,2,98.000000
Erika,2,98.000000
Ana Luiza,2,94.500000
Sijmen,2,98.500000
Mila,2,93.000000
Agnes,2,88.750000
Mr,2,98.000000
Sebastian,2,96.600000
Anna,2,96.315789
Jesse,2,94.900000
Lucie,2,95.250000
Jorrit En Kadir,2,71.500000
Raffaele,2,92.000000
Eltjo & Liselore,2,94.500000
Tjerk,2,99.200000
Julien,2,97.500000
Ric,2,99.333333
Veronika,2,95.000000
Marius,2,93.500000
Catelijn,2,98.000000
Valerio,2,100.000000
Jolande,2,98.666667
Larry,2,99.000000
Marjon,2,98.000000
Aernoud,2,98.000000
Ed,1,97.333333
Robbin,1,90.000000
Senne,1,98.000000
Dide,1,100.000000
Gijs-Jan,1,
Soedish,1,95.000000
Mels,1,100.000000
Berith,1,97.000000
Lenny,1,100.000000
Lars & Antoinette,1,100.000000
Corina,1,94.000000
Abigail,1,
Gabriele,1,96.000000
Dexter&Jan,1,96.000000
Sepp,1,93.000000
"Milah, Abram En Aram",1,95.000000
Ozzy,1,100.000000
Sey,1,
Ted,1,97.666667
Amsterdamsestadsmus,1,93.000000
Yash,1,100.000000
Nadine Schindler,1,100.000000
Brecht,1,96.000000
Ernestien,1,100.000000
Ekaterina,1,95.000000
Hessel,1,100.000000
Obeida,1,97.000000
Barnaby & Annelie,1,100.000000
Tulucu,1,
Trevor,1,100.000000
Rony,1,
Henrique,1,99.000000
Martijn & Sarah,1,94.000000
Gedi Minas,1,100.000000
Anastasia,1,94.000000
Kurdo,1,100.000000
Linette,1,100.000000
Odai,1,85.000000
Ramona,1,96.000000
Gijs & Sanne,1,100.000000
Veerle En Pim,1,96.000000
Jihan,1,100.000000
Mai Linh,1,93.000000
Shraddha,1,100.000000
Farid And Bintang,1,100.000000
Wolter,1,100.000000
June And Stefan,1,92.000000
Eric & Annelien,1,100.000000
Ingrida,1,100.000000
Ana-Lena,1,
Meri,1,100.000000
Lionel,1,93.000000
Sella,1,97.000000
Pien N Zisis,1,99.000000
Behzad,1,100.000000
Martje,1,94.333333
Nataly,1,96.000000
Allard,1,92.666667
Joao,1,
Ela,1,98.000000
Adèle,1,100.000000
Bent,1,93.000000
Godelieve,1,96.000000
Hilal,1,100.000000
Mileey,1,60.000000
Nawid,1,
Gideon,1,96.000000
Yorick,1,98.000000
The Yays- Crane Apartment,1,
Meci,1,100.000000
Anne Marieke,1,99.000000
Iocco & Cassandra,1,100.000000
Lacyn,1,100.000000
Makoto,1,
Olesya,1,100.000000
Duncan,1,100.000000
Barry,1,95.625000
Aiya,1,
Debra,1,97.000000
Jetse,1,100.000000
Pierrick,1,
Nuray,1,95.000000
Jacomien,1,96.000000
Jirka,1,100.000000
Baayla,1,100.000000
Rinse,1,70.000000
Semyon,1,100.000000
Chagai,1,
Anne Lieke,1,
Pat,1,92.000000
Jetse En Floor,1,
Anatal,1,95.000000
Halbo,1,
Ufuk,1,96.000000
Ramses,1,100.000000
Nathaniel & Na'amah,1,100.000000
Chris And Daiva,1,98.000000
Martien En Horacio,1,100.000000
Emke,1,
Ruby,1,97.000000
Ton & Josine,1,100.000000
Carsten,1,97.500000
Louise Pascale,1,
Salka,1,96.000000
Aram,1,100.000000
Evgeny,1,98.000000
Erhard,1,82.000000
Valesca,1,98.000000
Dominic,1,100.000000
Yonas,1,100.000000
Krista,1,95.666667
Carolina,1,94.333333
Aleksandar,1,100.000000
Dirk J,1,98.000000
Giovanni,1,96.000000
Henny,1,100.000000
Ramahl,1,92.000000
Emmy,1,95.142857
Arina,1,96.000000
Inchela,1,97.000000
Benck,1,92.000000
Xanel,1,100.000000
Gian Luca & Ron,1,99.000000
Venus,1,87.000000
Macha,1,94.000000
Qilin,1,93.000000
Willemijn & Dennis,1,96.000000
Bauke And Annemiek,1,97.000000
Gareth,1,97.500000
Berk,1,
Annamariska,1,94.000000
Kai,1,100.000000
Ramone,1,86.000000
Benine,1,80.000000
Alain-Celest,1,
Hester,1,97.500000
Joey & Judith,1,100.000000
Hannah And Sebastiaan,1,93.000000
Laimite,1,90.000000
Delle,1,100.000000
Joemi,1,96.000000
Diderik,1,90.000000
Gerardo,1,98.000000
Gem,1,100.000000
Nusch & Engel,1,90.000000
Edainn,1,89.000000
Sevinna,1,97.000000
Agnès,1,100.000000
"Roland, Monique, Fela, Flint",1,95.000000
Mical,1,
Antoinette De Stigter,1,94.000000
Zone,1,
Violet,1,100.000000
Westerpark,1,97.000000
Russell,1,100.000000
Yanfei,1,94.000000
Daan & Nicky,1,93.000000
Katia & Vincent,1,100.000000
Mayya,1,100.000000
Makis,1,100.000000
Lodewyck,1,97.000000
Aysen,1,100.000000
Callum,1,
Roxan,1,100.000000
Shane,1,96.333333
Wiecher,1,100.000000
Zar,1,88.000000
Maayan,1,97.000000
Mico,1,87.000000
Dion,1,94.000000
Carlijn & Joep,1,98.000000
Jum,1,100.000000
Toine,1,96.333333
Lodewyk,1,100.000000
Joana,1,93.000000
Filemon,1,96.000000
Manou,1,100.000000
Rhode,1,
Yves,1,95.000000
Lisa En Peter Paul,1,99.000000
Roberta,1,98.000000
María,1,98.000000
Fennande,1,97.000000
Anna Irene,1,
Elmira,1,93.500000
Zhenia,1,93.000000
Logan,1,
Arthur & Marlene,1,92.000000
Yvonne & Paul,1,93.000000
Peter-Bas & Fraukje,1,97.000000
Frau Antje,1,100.000000
Catta,1,100.000000
Arheely,1,93.000000
Linda & Guus,1,100.000000
Tijs & Merel,1,
Davine,1,100.000000
Mina,1,98.000000
Sennen,1,86.000000
Daan En Klaas,1,96.000000
Car,1,
Rexel,1,
Ardjan & Jose,1,100.000000
Piet Hein,1,93.000000
Carolin,1,91.000000
Lj,1,97.000000
Gemma,1,94.333333
Aakil,1,99.000000
Kristin,1,100.000000
Having,1,80.000000
Yishay,1,80.000000
Geert & Andrei,1,100.000000
James And Leonie,1,90.000000
Onno En Inez,1,99.000000
Bettina,1,95.666667
Suzanna,1,96.000000
P,1,100.000000
Fabiana,1,100.000000
Laurian,1,
Cherry,1,
Inès,1,100.000000
Zico,1,97.000000
Anouc,1,97.000000
Benthe,1,95.000000
Femke & Maarten,1,96.000000
Chretien,1,91.000000
Isadora,1,96.000000
Gianna,1,81.000000
Arno,1,94.250000
Nicky,1,96.600000
Mara Floris,1,90.000000
Madri,1,
Timon En Marianne,1,80.000000
Walter Albert,1,
Haseeb,1,98.000000
Elja,1,100.000000
Brenden,1,98.000000
David-Jan,1,95.000000
Mojca,1,93.000000
Claudia Marcela,1,99.000000
Uros,1,97.000000
Mariem,1,
Rub,1,95.000000
Ran,1,96.000000
Allyne De Sena,1,97.000000
Karolin,1,91.000000
Roger,1,98.714286
Figen,1,92.000000
Stasja,1,100.000000
Luisa,1,99.000000
Rosemarijn,1,95.500000
Giorgos,1,91.500000
Milla,1,86.000000
Petík,1,100.000000
Gavin,1,100.000000
Arnaut,1,100.000000
Ranny,1,95.000000
Haluk,1,89.000000
Chris & Mariska,1,94.000000
Joëlle,1,88.750000
Jane And Marcus,1,92.000000
Amika,1,99.000000
Yair,1,97.000000
Wessel & Juliska,1,97.000000
Henriette,1,95.000000
Malaika,1,99.000000
Liz,1,89.750000
Fré,1,98.000000
Maaike Maria,1,
Ricarda,1,80.000000
Melissa & Douwe,1,99.000000
Amsterdam Apartment Rental,1,95.000000
Roland,1,96.000000
Aljan & Anastasia,1,94.000000
Jaron,1,
Syske,1,100.000000
Raymond,1,89.444444
Kimmi,1,93.000000
Jo & Wouter,1,98.000000
Georg,1,95.500000
Jordan,1,91.500000
Keja,1,96.000000
Home,1,96.000000
Nikkie,1,97.000000
Anne-Fay,1,90.000000
Ernst Jan,1,100.000000
Asif,1,
Judith En Dave,1,100.000000
Lizette,1,96.000000
Ernesto,1,100.000000
Ernestine,1,94.000000
Marius Johannes,1,99.000000
Rozemarijn,1,100.000000
Yolan,1,100.000000
Jeff,1,92.833333
Taco And Marieke,1,97.000000
Dorothée,1,98.000000
Annerieke,1,98.000000
Ylva,1,97.000000
Dafne,1,84.500000
Wanka,1,93.000000
Museum Quarter,1,95.000000
Simonehenken,1,95.000000
Marijs,1,93.000000
Marlou,1,96.666667
Duco,1,95.666667
Thies,1,100.000000
Nanny,1,99.000000
Madeleine,1,93.666667
Rob & Kirsten,1,93.000000
Hugo And Manon,1,100.000000
Karine,1,93.500000
Ylva Maria,1,96.000000
Jutka,1,94.000000
Didier,1,96.000000
Jeroen & Moriam,1,95.000000
Anat,1,100.000000
Esther&Boris,1,97.000000
Aliefka,1,98.000000
Liset,1,95.000000
Taylor,1,97.000000
Wieteke,1,96.500000
Joek,1,99.000000
David&Elisa,1,98.000000
Huib,1,95.000000
Philou,1,100.000000
Eleonore,1,96.500000
Imogeen Fay,1,88.000000
Martijn En Susanne,1,95.000000
Anne Roos,1,96.000000
Arie Jan,1,98.000000
Kaz & Karin,1,98.000000
Linh,1,95.000000
Doro,1,96.000000
Elise En Stefano,1,95.000000
Wytske,1,95.000000
Tosca,1,95.000000
Chetan,1,86.000000
Bim,1,97.000000
Viresh,1,93.000000
Dod,1,90.000000
Irthe,1,93.000000
Dijana,1,100.000000
Reto & Tania,1,97.000000
Resalieke,1,97.000000
Carlien,1,83.000000
David En Phoebe,1,99.000000
Jenneke,1,91.000000
Anika,1,93.000000
Sarah Famke,1,100.000000
Birgitte,1,98.000000
Lotje,1,96.250000
Sonat,1,
Salome,1,96.000000
Dette,1,90.000000
Lalith,1,94.000000
Marie & Ruben,1,97.000000
T&B,1,97.500000
Sunny,1,90.000000
Xin,1,
Zohair,1,98.000000
Oskar G.T.,1,
Lia & Reinier,1,97.000000
Clyde,1,98.000000
Sören,1,94.000000
Andel,1,100.000000
Engelbert,1,100.000000
Marcel & Peter,1,100.000000
Sander & Nynke,1,96.000000
Selin,1,80.000000
Floor & Martein,1,95.000000
Lev,1,100.000000
DmitryRenske,1,100.000000
Hong,1,92.000000
Mohamed,1,85.000000
Emrah,1,98.000000
Elvire,1,
Odine,1,100.000000
Siena,1,90.000000
Joelle,1,
Panagiotis,1,98.000000
Rodger,1,80.000000
Ivar,1,98.000000
Riek,1,85.000000
Penelope,1,
Kes,1,92.000000
Raymon En Teuni,1,100.000000
Nina & Benjamin,1,93.000000
Cheerkim,1,
Aad,1,95.000000
Sarit,1,94.000000
Ana Carmen,1,95.000000
Jessy,1,97.000000
Britta,1,100.000000
Paw,1,80.000000
Niekie,1,90.000000
Marileen,1,90.000000
Shaheen,1,100.000000
Bryony,1,99.000000
Peter&Maria,1,100.000000
Katherine,1,95.000000
Kamil,1,92.000000
Deniz F.,1,94.000000
Arien,1,98.000000
Ayhan,1,98.000000
Mayra-Lisa,1,100.000000
Jerre,1,100.000000
Jasinka,1,98.000000
Riva,1,100.000000
Annemarije,1,96.000000
Jiro,1,
Hanh,1,
Cherell,1,
Jannina,1,100.000000
Abe & Jessie,1,97.000000
Nikki,1,97.750000
Bas & Fenna,1,92.000000
Paige,1,100.000000
Hubertus,1,95.000000
Loliet,1,
Diletta,1,94.000000
Yoshi,1,100.000000
Stephane,1,
Susanna,1,93.000000
Chelsea,1,90.000000
Liselot,1,90.000000
Jeroen & Rosanne,1,99.000000
Estefania,1,98.000000
Louis+Aimee,1,93.000000
Thijmen & Jori,1,99.000000
Heine,1,98.000000
Kel,1,93.000000
Hindrik,1,
Leonore,1,100.000000
Jay,1,
Sylvie,1,
Arne En Karlijn,1,100.000000
Anne-Mieke,1,80.000000
Cesar,1,91.000000
Donna,1,98.000000
Delphine,1,95.000000
Colm,1,99.000000
Marc En Marielle,1,98.000000
Jagoda,1,99.000000
Marinke,1,80.000000
Ronny And Louise,1,100.000000
Jan Luxury Hosting,1,90.000000
Gaby & Thiago,1,87.000000
Zwi,1,98.000000
Mike&Kyra,1,100.000000
Ginio,1,87.000000
Jildert,1,90.000000
Rega,1,97.000000
Meg,1,96.000000
Anoushka,1,99.000000
Nikie,1,98.000000
Owen,1,80.000000
Diddo,1,100.000000
Akos,1,96.000000
Rubiah,1,97.000000
Jurriën And Ilonka,1,98.000000
Grant,1,100.000000
Sim,1,91.000000
Jindra,1,98.000000
Ebba + Simon,1,98.000000
Rieneke,1,98.000000
Kristyna,1,100.000000
Wolbrand,1,100.000000
Daniella,1,89.714286
Tinka,1,94.000000
Mirabai,1,91.000000
Marie-Claire,1,90.000000
Pieter And Hanny,1,99.000000
Wietske & Jetske,1,99.000000
Soetkin,1,99.000000
Nynke,1,94.666667
Francien,1,96.333333
Juan Manuel,1,
Nachtwachtlaan,1,83.000000
YahNé,1,90.000000
Janno,1,89.500000
Andor,1,96.000000
Kane,1,
Tijmen & Ilja,1,92.000000
M.M.,1,
Fay,1,94.000000
Ole Bendik,1,96.000000
Uschka En Maarten,1,100.000000
Shurjeel,1,100.000000
Le Jardin,1,95.000000
Heiko,1,94.000000
Hyun,1,100.000000
Koert,1,89.000000
Iwo,1,97.000000
Moshe,1,
Dartanjan,1,94.000000
Vamara,1,
Amal,1,
Regilio,1,100.000000
Milou And Jorik,1,
Jure,1,
Afrah & Nash,1,
JaeHwan,1,
Yuko,1,100.000000
Maurizio,1,
Brent En Esther,1,95.000000
Siaofeng,1,
Lukas & Michael,1,
Jurrien,1,100.000000
Adam And Branka,1,93.000000
Sid,1,100.000000
Manolis,1,100.000000
Jop & Mariska,1,97.000000
Julieke,1,96.000000
Annique,1,97.500000
Maarten + Anna,1,100.000000
Maria-Alexandra,1,99.000000
Lisa En Rogier,1,90.000000
Ebele,1,95.000000
Lammert,1,91.000000
Agata,1,97.000000
Mariska En Harald,1,88.000000
Tom & Colleen,1,
Róman,1,92.000000
Dirk-Jan En Joan,1,99.000000
Manuel Liselore And Ronja,1,97.000000
Alecsander,1,98.000000
Alwin&Sanne,1,98.000000
Winni,1,100.000000
Alen,1,
Monicque,1,100.000000
Swaan,1,100.000000
Rudolph,1,98.000000
Thor,1,100.000000
Moja,1,99.000000
Nikky,1,98.000000
Jeroen & Olga,1,98.000000
Titus,1,97.500000
Maurice&Willeke,1,100.000000
Svenja,1,
Evelina,1,95.000000
Mariah,1,96.000000
Roelie,1,95.500000
Roselle,1,97.000000
Steijn,1,100.000000
Yvette,1,95.500000
Giso,1,99.000000
Mari & Amir,1,98.000000
Lyanne,1,80.000000
Judith En Vince,1,
Lila,1,95.000000
Ximo,1,60.000000
Wibout,1,100.000000
Aranka,1,96.000000
Voogje,1,
Elsemiek And Jimme,1,99.000000
Lucinda,1,93.000000
Anka,1,90.000000
Jean-Micheal,1,87.000000
Edo,1,93.500000
Andrius,1,95.000000
Nicolas,1,96.750000
Sai,1,92.000000
Evelien & Jan Michiel,1,100.000000
Riq,1,
Kim & Daniel,1,100.000000
Siko,1,100.000000
Miep,1,98.000000
Frister,1,
Joost & Milou,1,97.000000
Lenneke,1,98.000000
Hizkia,1,99.000000
Jara,1,90.000000
Elling,1,94.000000
Anne-Jan,1,86.000000
Jorieke,1,
Jolette,1,99.000000
Dani Snow,1,98.000000
Yuma,1,95.000000
Gisela,1,100.000000
Jussi,1,98.000000
Tjebbe,1,95.000000
Mineke,1,94.500000
Simon & Hilde,1,100.000000
Guillaume,1,95.500000
Juel,1,99.000000
Jef,1,100.000000
Ferdi,1,100.000000
Samson,1,96.000000
Carlot,1,98.000000
Corinna,1,97.000000
Peer,1,100.000000
Chad & Jennifer,1,84.000000
Merlijne,1,93.000000
Hayden,1,100.000000
Kiene,1,
Patroeska,1,100.000000
Daan F.,1,92.000000
Olfa,1,90.000000
Isi,1,89.000000
Karisa,1,100.000000
Jaysel,1,88.000000
Massimo,1,97.000000
Boely&Martine,1,99.000000
Dh,1,70.000000
Mehmet,1,94.000000
Stijn,1,92.600000
LotteThijs,1,94.000000
Brannie,1,87.000000
Ebert,1,89.000000
Teodora,1,100.000000
Marie-Jose',1,80.000000
Marike,1,96.750000
Jean-Michel,1,100.000000
Reza,1,97.000000
Jose Pedro,1,97.000000
Jacobs,1,87.000000
Ferline,1,99.000000
Alicia,1,62.600000
Marcus,1,97.000000
Nabila,1,95.000000
Donya,1,88.000000
Sassie,1,95.000000
Eggie,1,91.000000
Marcella & Pieter,1,93.000000
Dunja,1,95.333333
Coriene,1,100.000000
Melih,1,96.000000
Genna,1,99.000000
Petra & Esther,1,100.000000
Annamarije,1,
Adan,1,
Bessy,1,100.000000
Nahal,1,100.000000
Wiljan,1,
Josep,1,
Willem-Geert,1,97.000000
Emer,1,97.000000
Sanja & Adrijan,1,98.000000
Mary-Ann,1,96.000000
Jelke,1,100.000000
Jellito,1,
Appartment,1,80.000000
Dickon,1,100.000000
Aga,1,94.000000
Petrine,1,100.000000
Sennur,1,99.000000
Omrie,1,93.000000
Erik & Jiska,1,92.000000
Nenah,1,96.000000
"Laura, Huibert & Adam",1,100.000000
Reinout & Marloes,1,
Charel,1,93.000000
Ira,1,93.000000
Roma,1,95.000000
Dymme,1,95.000000
Latoya,1,99.000000
Mir,1,
Peter & Saskia,1,100.000000
Myrna & Raymond,1,100.000000
Carola,1,98.500000
Joo-Yon,1,95.000000
Ulas Dogu,1,94.000000
Salim,1,100.000000
Gayle,1,100.000000
Issiaka,1,95.000000
Rolf,1,98.000000
Jolien,1,96.166667
Hrsak,1,93.000000
Rien,1,96.500000
Neletta,1,93.000000
Kick,1,98.000000
Laurus,1,93.000000
Joeban,1,87.000000
Sander & Natasja,1,99.000000
Hylke,1,96.000000
Viola & Daniel,1,98.000000
Matilde,1,96.000000
Henriette & Denny,1,100.000000
Svetlana,1,91.000000
Bernard & Suzan,1,99.000000
Louca,1,96.000000
Cozy Apartment Near Vondelpark,1,96.000000
Marnie,1,98.000000
Dianne,1,96.666667
Mahmoud,1,95.000000
Jacomine,1,90.000000
Sylvia,1,94.916667
Lilian,1,89.375000
Bono,1,96.000000
Daniel Nicolae,1,92.000000
Sinuhe,1,100.000000
Margaux,1,100.000000
Ianthe,1,96.000000
Carrie,1,99.000000
Caitlin,1,99.000000
Maike,1,99.500000
Omri,1,94.000000
Wessel,1,97.000000
Christofoor,1,96.000000
Fon,1,93.000000
Nina & Marvin,1,
Cris & Jules,1,100.000000
Gulhan,1,94.000000
Sezer,1,100.000000
Jorn,1,94.444444
Koosje,1,95.000000
Beathe,1,100.000000
Caro,1,91.000000
Ellen & Arno,1,94.000000
Fedde,1,98.000000
Living Arts,1,93.000000
Madelon,1,93.200000
Pilar,1,92.000000
Jeen,1,91.000000
Edith,1,93.750000
Froukje,1,97.250000
Mirza,1,87.000000
Toby,1,95.750000
Eugene,1,94.000000
Sandy,1,97.000000
E.M.,1,90.000000
Ireen,1,99.333333
Trinette,1,98.000000
Noémie,1,96.500000
Francis,1,93.500000
Ahmed,1,90.000000
Dido,1,87.000000
Kayleigh,1,98.000000
Zahra,1,89.000000
Nurdin,1,100.000000
Tjitske,1,96.000000
Loes En Jurjen,1,95.000000
Chaya,1,85.000000
Inez,1,94.250000
Simone & George,1,90.000000
Janne,1,96.800000
Hein En Natasja,1,
Dingeman,1,100.000000
Jeffrey & Melanie,1,94.000000
Wotienke,1,94.000000
Francesca,1,93.833333
Travis & Cleo,1,100.000000
Felipe,1,98.000000
Gui,1,98.000000
Tamar,1,94.333333
Gloria,1,100.000000
Mijs,1,95.000000
Robert & Lorrayne,1,96.000000
Marlice,1,97.000000
Florine,1,96.500000
Ian,1,91.500000
Caitie,1,
Christiaan & Josine,1,96.000000
Mans,1,98.000000
Adriana,1,95.800000
Jesse & Sabine,1,100.000000
Vibeke,1,96.000000
Ilona,1,96.000000
Torben,1,96.000000
Stefan & Amber,1,97.000000
Ellis,1,94.000000
Marjolein & Arne,1,98.000000
Maceo,1,96.000000
Quirine,1,97.000000
Jonthy,1,96.000000
Maurits & Sophie,1,100.000000
Kimberly,1,
Pablo,1,95.000000
Jeremiah,1,100.000000
Raisa,1,97.000000
Samuel & Willem,1,92.000000
T.C.,1,100.000000
Sanne Yoo,1,98.000000
Kati,1,100.000000
Verena,1,93.000000
Karin & Remko,1,95.000000
Jelmer,1,94.000000
Marisa,1,100.000000
Meke,1,91.000000
Anthony,1,97.750000
Kelly-Joanne,1,93.000000
Sander & Vivian,1,93.000000
Humberto,1,93.000000
Margret,1,98.000000
Kriss,1,94.000000
Avihn,1,98.000000
Nienke & Jacco,1,98.000000
Raymon,1,85.000000
Vitali,1,100.000000
Kaan,1,90.000000
Erik & Sandra,1,100.000000
Machteld,1,95.000000
Ludo,1,88.000000
Linsey,1,100.000000
Nir,1,97.000000
Luc,1,95.800000
Dominik,1,79.000000
Oceane,1,96.000000
Jurren,1,92.000000
Laura Isabella,1,
Bahar,1,87.000000
Anaïs,1,89.000000
